"","term","E","P","A","instcodes"
"334","wall_street",0.405,2.735,1.385," 10 110000000 000"
"335","warehouse",0.325,0.39,-0.745," 10 010000000 000"
"336","waterbed",1.41,0.43,1.155," 10 000000001 101"
"337","wedding",2.48,1.61,0.335," 01 000000111 000"
"338","welfare_office",-0.07,0.38,0.14," 10 001000000 000"
"339","wharf",0.5,0.26,-0.11," 10 010000000 100"
"340","white_house",1.2,2.15,0.065," 10 000100000 000"
"341","whorehouse",-1.43,0.225,1.655," 10 010000001 001"
"342","wilderness",1.975,1.805,-1.06," 10 100000000 100"
"343","worship_service",1.8,1.185,-0.695," 01 000000100 000"
"344","yacht",1.68,1.765,0.84," 10 100000000 100"
"345","zoo",1.335,0.525,0.5," 10 100000000 000"
