"","term","E","P","A","instcodes"
"344","sister_in_law",0.49,0.05,0.68," 01 000000010 000"
"345","sister",1.89,0.35,1.3," 01 000000010 000"
"346","skeptic",-0.54,-0.54,-0.46," 11 100110100 000"
"347","slave_driver",-3.38,1.51,-0.54," 11 010100000 001"
"348","slave",-1.47,-2.27,-0.24," 11 010100000 101"
"349","slut",-0.46,-0.27,1.77," 01 000000001 001"
"350","smart_aleck",-1.15,-0.09,1.27," 11 100000000 000"
"351","snob",-2.39,-0.88,-0.21," 11 100000000 000"
"352","social_worker",1.62,1.02,-0.09," 11 001001000 000"
"353","son_in_law",0.98,-0.41,1.19," 10 000000010 000"
"354","son",2.22,0.44,2.37," 10 000000010 000"
"355","sophomore",0.69,-0.33,1.45," 11 000010000 000"
"356","sorehead",-0.97,-0.57,-0.34," 11 100000000 000"
"357","specialist",1.47,1.84,-0.2," 11 011011000 000"
"358","spendthrift",-0.11,-0.04,-0.01," 11 010000000 000"
"359","spinster",-0.27,-0.03,-0.57," 01 000000010 000"
"360","sponger",-0.64,-0.75,-0.28," 11 100000000 000"
"361","sponsor",1.55,1.43,0.01," 11 001110100 000"
"362","spouse",2.25,1.1,0.72," 11 000000011 000"
"363","spy",-0.45,1.5,1.7," 11 000100000 000"
"364","staff_worker",0.61,0.05,0.4," 11 001000000 000"
"365","star",1.5,1.71,0.97," 11 010010000 000"
"366","starlet",1.26,-0.06,0.75," 01 010000000 000"
"367","statistician",0.62,0.43,-0.86," 11 010010000 000"
"368","stenographer",0.34,-0.33,0.73," 11 011000000 000"
"369","stepbrother",0.06,0.28,0.55," 10 000000010 000"
"370","stepfather",0,0.44,-0.19," 10 000000010 000"
"371","stepmother",0.02,0.12,-0.56," 01 000000010 000"
"372","stepsister",0.26,-0.5,0.54," 01 000000010 000"
"373","stepson",0.44,0.35,0.71," 10 000000010 000"
"374","stewardess",1.77,-0.28,1.7," 11 010000000 001"
"375","stockholder",0.64,1.31,0.23," 11 010000000 000"
"376","storyteller",1.67,1.15,-0.17," 11 100000000 000"
"377","stranger",-0.02,0.05,-0.09," 11 100000000 000"
"378","streetwalker",-0.66,-0.94,-0.06," 01 010000001 001"
"379","stripper",0.34,-0.17,1.94," 01 010000001 000"
"380","student",1.26,0.54,1.58," 11 000010000 000"
"381","superior",0.63,2.65,-0.37," 11 011100100 000"
"382","superstar",0.84,2.42,1.79," 11 110000000 000"
"383","supervisor",0.68,0.9,-0.12," 11 011111100 000"
"384","surgeon",2.21,2.36,0.48," 11 000001000 001"
"385","suspect",-0.82,-0.38,0.8," 11 001000000 000"
"386","sweetheart",2.79,1.28,1.74," 11 000000001 000"
"387","swinger",0.33,0.54,0.53," 11 000000001 001"
"388","tailor",1.05,-0.29,-0.65," 11 010000000 000"
"389","taxi_driver",0.13,-0.39,-0.5," 11 010000000 000"
"390","teacher",2.19,2,0.24," 11 000010000 000"
"391","teammate",1.76,1.47,1.75," 11 010111000 001"
"392","technician",1.13,1.15,0.42," 11 010001000 000"
"393","teetotaler",0.14,0.41,-0.1," 11 100000000 000"
"394","temporary_worker",0.52,-0.43,0.44," 11 010000000 000"
"395","tenant",0.92,-0.09,0.03," 11 010000000 000"
"396","textile_worker",0.86,-0.31,-0.13," 11 010000000 000"
"397","thief",-2.43,-0.34,1.05," 11 011000000 000"
"398","thug",-2.22,0.25,0.89," 11 101000000 001"
"399","to_be_companion",1.87,1.31,0.94," 11 100000000 000"
"400","topless_dancer",0.92,0.24,2.3," 01 010000001 000"
"401","tough",-0.03,1,0.63," 10 100000000 100"
"402","trainee",0.72,-1.23,0.64," 11 011111100 000"
"403","traitor",-2.95,-0.38,0.49," 11 100100000 000"
"404","troublemaker",-1.91,0.57,1.49," 11 100000000 000"
"405","truant",-1.31,-0.39,1.02," 11 000010000 000"
"406","truck_driver",0.54,0.49,-1.11," 11 010000000 000"
"407","tutor",1.61,1.41,0.34," 11 000010000 000"
"408","tv_repairman",0.58,0.03,-0.69," 11 010000000 000"
"409","typist",0.62,-0.39,0.2," 11 011011000 000"
"410","uncle",1.94,1.4,-0.73," 10 000000010 000"
"411","underdog",0.57,-0.39,0.3," 11 100100000 000"
"412","undertaker",-0.27,0.21,-1.49," 11 010000000 000"
"413","urchin",-0.1,-0.68,-0.6," 11 100000010 000"
"414","vagrant",-1.11,-1.06,-0.62," 11 110000000 000"
"415","vamp",-1.04,0.07,-0.24," 01 000000001 000"
"416","vampire",-2.17,1.26,0.42," 11 100000001 001"
"417","vandal",-2.84,-0.43,1.34," 11 001000000 000"
"418","veterinarian",1.68,1.08,-0.27," 11 000001000 000"
"419","victim",-1.02,-2.02,-0.6," 11 101000001 000"
"420","vigilante",-0.75,1.27,0.81," 11 001000000 001"
"421","virgin",1.79,0.38,2.11," 01 000000001 000"
"422","visitor",1.6,0.14,0.3," 11 100000000 000"
"423","wage_earner",1,0.39,0.64," 11 010000000 000"
"424","waiter",0.76,0.34,1," 11 010000000 000"
"425","waitress",1.15,-0.09,1.4," 01 010000000 000"
