"","term","E","P","A","instcodes"
"371","stepmother",0.17,0.34,0.14," 01 000000010 000"
"372","stepsister",0.32,0.13,0.44," 01 000000010 000"
"373","stepson",0.59,-0.19,0.96," 10 000000010 000"
"374","stewardess",1.38,-0.02,1.56," 11 010000000 001"
"375","stockholder",0.75,1.22,0.53," 11 010000000 000"
"376","storyteller",1.89,1.09,-0.17," 11 100000000 000"
"377","stranger",-0.29,-0.04,-0.18," 11 100000000 000"
"378","streetwalker",-0.62,-0.91,0.52," 01 010000001 001"
"379","stripper",-0.76,-0.44,1.67," 01 010000001 000"
"380","student",1.56,0.24,1.3," 11 000010000 000"
"381","superior",0.43,1.68,-0.05," 11 011100100 000"
"382","superstar",1.15,1.74,1.8," 11 110000000 000"
"383","supervisor",0.43,1.58,0.35," 11 011111100 000"
"384","surgeon",2.03,2.32,0.64," 11 000001000 001"
"385","suspect",-0.35,-0.04,0.31," 11 001000000 000"
"386","sweetheart",2.86,1.2,1.27," 11 000000001 000"
"387","swinger",0.82,0.63,1.93," 11 000000001 001"
"388","tailor",1.14,0.17,-0.49," 11 010000000 000"
"389","taxi_driver",0.41,-0.36,-0.25," 11 010000000 000"
"390","teacher",1.66,1.86,0.43," 11 000010000 000"
"391","teammate",2.02,1.54,1.59," 11 010111000 001"
"392","technician",0.88,0.38,0.11," 11 010001000 000"
"393","teetotaler",0.06,0.07,-0.26," 11 100000000 000"
"394","temporary_worker",0.71,-0.39,0.52," 11 010000000 000"
"395","tenant",0.58,-0.5,0.42," 11 010000000 000"
"396","textile_worker",0.53,-0.19,0.01," 11 010000000 000"
"397","thief",-2.62,0.25,0.99," 11 011000000 000"
"398","thug",-1.9,-0.09,0.58," 11 101000000 001"
"399","to_be_companion",2.78,1.76,1.06," 11 100000000 000"
"400","topless_dancer",-1.33,-0.88,1.76," 01 010000001 000"
"401","tough",-0.24,0.98,0.83," 10 100000000 100"
"402","trainee",0.51,-0.83,0.87," 11 011111100 000"
"403","traitor",-2.2,-0.46,0.26," 11 100100000 000"
"404","troublemaker",-1.45,0.26,0.83," 11 100000000 000"
"405","truant",-1.12,-0.41,1.12," 11 000010000 000"
"406","truck_driver",-0.07,0.41,-0.62," 11 010000000 000"
"407","tutor",1.84,0.87,0.39," 11 000010000 000"
"408","tv_repairman",1.13,0.5,-0.07," 11 010000000 000"
"409","typist",0.72,-0.4,0.37," 11 011011000 000"
"410","uncle",1.99,1.16,-0.21," 10 000000010 000"
"411","underdog",0.97,-0.61,0.12," 11 100100000 000"
"412","undertaker",0.12,0.16,-0.69," 11 010000000 000"
"413","urchin",-0.71,-0.5,-0.15," 11 100000010 000"
"414","vagrant",-0.31,-0.94,-0.15," 11 110000000 000"
"415","vamp",-0.15,0.09,0.34," 01 000000001 000"
"416","vampire",-1.79,0.91,0.63," 11 100000001 001"
"417","vandal",-2.26,-0.44,1.47," 11 001000000 000"
"418","veterinarian",2.31,1.87,0.91," 11 000001000 000"
"419","victim",-1.29,-2.62,-0.46," 11 101000001 000"
"420","vigilante",-0.9,0.03,0.49," 11 001000000 001"
"421","virgin",2.96,2.18,1.66," 01 000000001 000"
"422","visitor",1.14,0.3,0.3," 11 100000000 000"
"423","wage_earner",1.4,0.69,0.76," 11 010000000 000"
"424","waiter",0.83,0.19,1.3," 11 010000000 000"
"425","waitress",1.45,0.39,1.15," 01 010000000 000"
"426","watchman",1.33,0.93,0.02," 10 011000000 000"
"427","weakling",-0.56,-2.03,-1.22," 11 100000000 000"
"428","weirdo",-0.43,-0.36,-0.02," 11 100000000 000"
"429","welder",0.48,0.35,0.08," 11 010000000 000"
"430","whore",-2.58,-1.75,1.84," 01 010000001 001"
"431","widow",-0.15,-0.68,-1.41," 01 000000010 000"
"432","widower",-0.03,-0.72,-1.27," 10 000000010 000"
"433","wife",2.11,1.03,0.98," 01 000000011 001"
"434","winner",1.97,2.12,1.45," 11 100100000 000"
"435","witch",-0.8,0.59,-0.12," 01 100000000 000"
"436","witness",1.53,1.5,0.57," 11 001000000 000"
"437","woman",2.76,1.83,1.58," 01 100000001 000"
"438","workman",1.01,0.64,0.04," 10 010000000 000"
"439","wrongdoer",-1.84,-0.17,0.97," 11 100000000 000"
"440","yokel",0.3,-0.42,-0.47," 11 100000000 000"
"441","youngster",2.01,-0.91,2.31," 11 100000010 000"
"442","youth",1.3,0,2.57," 11 100000010 000"
"443","zombie",-1.37,-0.51,-1.33," 11 100000000 000"
