"","term","E","P","A","instcodes"
"346","psychiatrist",1.42,1.85,-0.82," 11 000001000 000"
"347","psychopath",-3.22,-0.2,1.24," 11 001001000 000"
"348","psychotic",-1.43,-0.89,1.28," 11 000001000 000"
"349","public_defender",1.33,1.37,1.55," 11 001000000 000"
"350","punk",-0.71,-0.11,0.98," 10 100000000 000"
"351","pupil",1.38,-0.9,-0.3," 11 000010000 000"
"352","purchaser",1.14,1.59,0.74," 11 010000000 000"
"353","quack",-1.25,-0.38,0.39," 11 000001000 000"
"354","queer",-0.03,-0.01,0.48," 11 000000001 000"
"355","questioner",0.49,0.92,0.02," 11 001111000 000"
"356","rabbi",1.49,1.96,-0.27," 10 000000100 000"
"357","racist",-3.57,-1.15,1.27," 11 100100000 000"
"358","racketeer",-0.83,0.76,1.08," 11 011000000 000"
"359","rapist",-3.83,1.37,1.1," 10 001000001 001"
"360","receptionist",1.65,-0.18,0.11," 11 011001000 000"
"361","redhead",0.48,0.08,0.78," 11 100000000 000"
"362","registered_nurse",2.46,1.71,1.25," 11 000001000 001"
"363","relative",2.77,1.46,1.1," 11 000000010 000"
"364","retiree",1.21,-0.39,-1.65," 11 110000010 000"
"365","right_hand_man",1.64,0.74,0.95," 10 010100000 000"
"366","right_winger",-0.34,0.66,-0.03," 11 000100000 000"
"367","rival",-1.18,0.62,1.22," 11 100100001 000"
"368","robber",-2.91,0.53,-0.02," 11 011000000 000"
"369","role_model",2.69,2.72,1.78," 11 110110110 000"
"370","roommate",1.96,0.84,1.2," 11 000010000 000"
"371","sadist",-1.56,-0.49,-0.5," 11 000000001 001"
"372","saint",3.28,2.66,-0.4," 11 000000100 000"
"373","sales_clerk",0.76,-0.1,0.41," 11 010000000 000"
"374","saleslady",1.05,0.59,1.2," 01 010000000 000"
"375","salesman",-0.27,0.48,1.77," 10 010000000 000"
"376","santa_claus",2.95,1.96,1.99," 10 000000010 000"
"377","sawbones",-0.61,-0.47,-0.03," 11 000001000 001"
"378","schizophrenic",-1.21,-1.13,0.93," 11 000001000 001"
"379","scholar",2.13,1.42,-0.2," 11 000010000 000"
"380","schoolboy",0.78,-0.77,1.65," 10 000010000 000"
"381","schoolgirl",1.45,-0.8,0.34," 01 000010000 000"
"382","schoolmate",1.69,0.42,0.73," 11 000010000 000"
"383","schoolteacher",2.73,2.06,1.24," 11 000010000 000"
"384","scientist",1.73,1.93,-0.08," 11 010010000 000"
"385","scrooge",-2.4,-0.13,-1.17," 11 110000000 000"
"386","secretary",1.34,-0.3,0.14," 11 011100000 000"
"387","senior_citizen",2.27,-0.31,-1.53," 11 100100000 000"
"388","serial_murderer",-3.67,1.19,0.09," 11 001000000 001"
"389","server",0.92,0.18,1.1," 11 010000000 000"
"390","sexist",-3.18,-0.43,0.97," 11 111110110 100"
"391","sheriff",1.41,1.61,0.99," 11 001000000 001"
"392","shop_clerk",1.11,0.35,0.62," 11 010000000 000"
"393","shopkeeper",1.33,0.84,0.58," 11 010000000 000"
"394","shoplifter",-2.74,-0.73,-0.2," 11 011000000 000"
"395","shopper",1.9,1.34,1.57," 11 010000000 100"
"396","shrink",1.3,1.85,-0.41," 11 000001000 000"
"397","sibling",2.07,1.57,1.7," 11 000000010 000"
"398","sick_person",-1.21,-1.72,-2.03," 11 000001010 001"
"399","sinner",-1.97,-0.81,0.58," 11 000000100 000"
"400","sister_in_law",0.96,0.71,0.64," 01 000000010 000"
"401","sister",2.47,1.55,1.64," 01 000000010 000"
"402","skilled_worker",2.34,1.72,1.39," 11 010000000 000"
"403","skirt_chaser",-2.28,-0.23,1.57," 10 000000001 000"
"404","slut",-2.45,-0.85,1.55," 01 000000001 001"
"405","small_businessman",1.86,-0.1,0.22," 10 010000000 000"
"406","smoker",-2.45,-2.05,-0.67," 11 100001000 100"
"407","son_in_law",1.43,0.46,0.91," 10 000000010 000"
"408","son",1.78,1.51,1.89," 10 000000010 000"
"409","soul_mate",3.6,2.89,1.36," 11 000000011 000"
"410","spendthrift",0,0.12,-0.05," 11 010000000 000"
"411","spinster",-0.43,0.11,0.05," 01 000000010 000"
"412","spokesman",1.18,1.38,1.57," 10 010100000 000"
"413","spokeswoman",1.73,1.91,1.44," 01 010100000 000"
"414","sponger",-0.8,0.23,-0.62," 11 100000000 000"
"415","sports_fan",1.6,1.56,2.42," 11 110010000 100"
"416","spouse",2.75,1.9,1.39," 11 000000011 000"
"417","state_trooper",0.4,2.86,1.9," 11 001000000 001"
"418","steady",1.21,1.71,0.64," 11 000000001 000"
"419","stepbrother",0.74,0.51,0.46," 10 000000010 000"
"420","stepchild",0.86,0.2,0.41," 11 000000010 000"
"421","stepdaughter",1.5,0.64,0.88," 01 000000010 000"
"422","stepfather",0.83,0.72,0.36," 10 000000010 000"
"423","stepmother",0.41,0.47,0.34," 01 000000010 000"
"424","stepparent",0.64,0.3,0.12," 11 000000010 000"
"425","stepsister",0.65,0.01,1.23," 01 000000010 000"
"426","stepson",0.69,-0.35,0.43," 10 000000010 000"
"427","stool_pigeon",-0.31,-0.03,-0.84," 11 001000000 000"
"428","stranger",-0.08,-0.25,-0.44," 11 100000000 000"
"429","strike_breaker",0.61,1.04,1.36," 11 010000000 001"
"430","strike_leader",0.63,1.58,2.31," 11 010000000 000"
"431","stud",1.23,1.18,1.45," 10 000000001 101"
"432","student_teacher",1.61,0.16,0.33," 11 000010000 000"
"433","student",2.22,1.12,1.5," 11 000010000 000"
"434","stuffed_shirt",-0.8,-0.6,-0.25," 11 100000000 000"
"435","subordinate",-0.12,-0.92,-0.57," 11 011100000 000"
"436","superior",1.02,2.3,1.3," 11 011100100 000"
"437","superordinate",0.82,1.85,1.08," 11 011100000 000"
"438","supervisor",0.91,2.17,1.45," 11 011111100 000"
"439","supporter",2.35,2.2,1.72," 11 000100100 000"
"440","surgeon",2.51,2.81,0.63," 11 000001000 001"
"441","survivor",2.47,2.61,1.5," 11 100000000 000"
"442","suspect",-1.33,-1.23,-0.61," 11 001000000 000"
"443","sweetheart",3.28,1.79,0.61," 11 000000001 000"
"444","swinger",-0.87,0.44,1.95," 11 000000001 001"
"445","taxpayer",1.47,0.19,0.09," 11 000100000 000"
"446","teacher",2.85,2.43,1.63," 11 000010000 000"
"447","teammate",2.14,1.62,1.34," 11 010111000 001"
"448","tease",-1.03,0.65,1.23," 11 100000001 000"
"449","teenager",0.54,-0.47,2.17," 11 100000000 000"
"450","temporary_worker",0.24,-1.04,-0.31," 11 010000000 000"
"451","tenant",0.7,-0.53,-0.03," 11 010000000 000"
"452","terrorist",-3.86,1.69,0.93," 11 001100000 000"
"453","thug",-1.81,0.77,1.47," 11 101000000 001"
"454","toady",-0.83,-1.28,0.27," 11 110100000 000"
"455","toddler",2.63,-1.19,2.44," 11 100000010 001"
