"","term","E","P","A","instcodes"
"288","scholar",2.41,0.985,-1.545," 11 000010000 000"
"289","schoolboy",1.12,-0.955,1.78," 10 000010000 000"
"290","schoolgirl",1.765,-2.325,1.235," 01 000010000 000"
"291","scientist",1.72,0.83,-0.52," 11 010010000 000"
"292","secret_agent",-0.505,1.47,-0.515," 11 000100000 000"
"293","secretary",0.905,-0.185,0.945," 11 011100000 000"
"294","senior_citizen",0.75,-0.895,-1.77," 11 100100000 000"
"295","serial_murderer",-4.04,1.665,0.375," 11 001000000 001"
"296","servant",0.705,-0.84,-0.945," 11 010000000 000"
"297","sexist",-2.835,0.455,1.63," 11 111110110 100"
"298","shopkeeper",0.96,1.155,0.455," 11 010000000 000"
"299","shopper",0.135,0.04,0.875," 11 010000000 100"
"300","shrew",0.3,0.675,0.39," 01 100000000 000"
"301","sick_person",-1.12,-2.385,-2.53," 11 000001010 001"
"302","sinner",-1.56,-0.78,-0.205," 11 000000100 000"
"303","sister_in_law",0.395,0.29,0.345," 01 000000010 000"
"304","sister",2.375,-0.025,0.62," 01 000000010 000"
"305","skilled_worker",0.935,0.745,0.415," 11 010000000 000"
"306","small_businessman",1.09,0.27,1.04," 10 010000000 000"
"307","smoker",-1.925,-0.03,-0.78," 11 100001000 100"
"308","soldier",-1.47,1.615,1.66," 11 000100000 001"
"309","son_in_law",0.855,0.465,0.235," 10 000000010 000"
"310","son",1.925,0.95,1.58," 10 000000010 000"
"311","spokesman",1.29,1.28,1," 10 010100000 000"
"312","spokeswoman",1.285,0.485,1.105," 01 010100000 000"
"313","sponger",-2.515,-0.52,0.605," 11 100000000 000"
"314","sponsor",1.61,1.995,0.15," 11 001110100 000"
"315","sports_fan",0.225,1.505,2.53," 11 110010000 100"
"316","spy",-1.135,0.535,-0.36," 11 000100000 000"
"317","stepchild",-0.13,-1.155,-0.005," 11 000000010 000"
"318","stepdaughter",-0.185,-0.395,-0.04," 01 000000010 000"
"319","stepmother",-0.92,1.01,0.83," 01 000000010 000"
"320","stepparent",-0.55,0.995,0.18," 11 000000010 000"
"321","stockholder",-0.685,1.185,0.44," 11 010000000 000"
"322","stranger",0.36,0.51,-0.005," 11 100000000 000"
"323","strike_breaker",-1.57,0.625,0.555," 11 010000000 001"
"324","strike_leader",-0.47,2.515,2.795," 11 010000000 000"
"325","student",1.77,0.02,0.84," 11 000010000 000"
"326","stuffed_shirt",-2.205,2.095,-1.685," 11 100000000 000"
"327","subordinate",-0.73,-2.395,-1.525," 11 011100000 000"
"328","superior",-0.245,1.875,0.42," 11 011100100 000"
"329","supporter",2.595,1.765,-0.26," 11 000100100 000"
"330","surgeon",0.71,1.545,0.21," 11 000001000 001"
"331","survivor",2.155,-0.445,-0.965," 11 100000000 000"
"332","suspect",-1.455,-0.055,-0.225," 11 001000000 000"
"333","swaggerer",-2.675,-1.28,1.27," 10 100000001 000"
"334","taxi_driver",0.625,0.06,0.07," 11 010000000 000"
"335","taxpayer",0.78,-0.455,-0.67," 11 000100000 000"
"336","teacher",0.985,0.475,-0.285," 11 000010000 000"
"337","team_leader",0.89,1.945,1.805," 11 010111000 000"
"338","teammate",2.18,1.38,1.485," 11 010111000 001"
"339","teenager",0.135,-0.18,2.025," 11 100000000 000"
"340","temporary_worker",0.44,-0.85,0.16," 11 010000000 000"
"341","terrorist",-3.295,0.7,2.24," 11 001100000 000"
"342","the_press",-0.28,1.89,2.325," 11 111100000 000"
"343","thief",-2.785,-0.125,0.855," 11 011000000 000"
"344","thug",-3.585,2.34,2.02," 11 101000000 001"
"345","toddler",2.41,-2.485,1.94," 11 100000010 001"
"346","tourist",1.79,0.43,-0.95," 11 110000000 000"
"347","trainee",0.565,-1.035,-0.11," 11 011111100 000"
"348","traveler",2.125,1.155,1.35," 11 110000000 000"
"349","turk_(abusive)",-1.985,0.195,1.03," 11 100000000 000"
"350","turk",0.15,0.23,0.48," 11 100100000 000"
"351","uncle",1.495,1.415,-0.485," 10 000000010 000"
"352","unemployed_person",-0.585,-1.425,-1.25," 11 010000000 000"
"353","union_member",-0.405,0.655,1.055," 11 010000000 000"
"354","vampire",-1.82,2.005,1.095," 11 100000001 001"
"355","victim",-1.675,-2.92,-0.1," 11 101000001 000"
"356","visitor",1.72,0.215,0.195," 11 100000000 000"
"357","voter",1.175,0.015,-0.69," 11 000100000 000"
"358","voyeur",-2.705,-1.345,-1.77," 11 000000001 000"
"359","wage_earner",0.95,-0.485,-0.28," 11 010000000 000"
"360","waiter",1.045,0.335,1.31," 11 010000000 000"
"361","waitress",1.42,0.01,1.775," 01 010000000 000"
"362","weakling",-1.23,-3.02,-2.11," 11 100000000 000"
"363","whiz_kid",0.285,1.29,1.715," 11 000010000 000"
"364","whore",-0.665,-0.185,0.665," 01 010000001 001"
"365","wife",1.755,0.545,0.325," 01 000000011 001"
"366","windbag",-2.54,-0.265,2.39," 11 100000000 000"
"367","witness",1.005,0.15,-0.59," 11 001000000 000"
"368","woman",2.335,-0.525,0.95," 01 100000001 000"
"369","womanizer",-0.82,1.575,2.145," 10 000000001 101"
"370","worker",0.775,1.875,1.215," 11 010000000 010"
"371","yes_man",-2.205,-2.2,-0.54," 10 010100000 000"
