"","term","E","P","A","instcodes"
"326","scornful",-1.44,-0.05,0.195," 10 010000000 000"
"327","secretive",-0.19,0.36,-0.62," 10 010000000 000"
"328","secure",1.495,1.36,-0.355," 10 010100000 000"
"329","self_assured",1.19,1.445,0.62," 10 010000000 000"
"330","self_centered",-1.9,-0.525,0.54," 10 010000000 000"
"331","self_conscious",-0.54,-0.425,0.3," 10 110000000 000"
"332","self_disciplined",1.72,1.525,-0.02," 10 010000000 000"
"333","self_righteous",-0.69,0.645,0.335," 10 010000000 000"
"334","selfish",-1.99,-0.92,0.52," 10 010000000 000"
"335","sensuous",1.49,1.195,1.1," 10 010000000 000"
"336","sentimental",1.295,-0.025,-0.86," 10 110000000 000"
"337","serene",1.815,0.045,-1.095," 10 100000000 000"
"338","serious",0.87,0.755,-0.705," 10 010000000 000"
"339","sexy",1.615,1.225,1.975," 10 000100000 000"
"340","shallow",-1.675,-1.07,0.11," 10 010000000 000"
"341","shocked",-0.605,-0.36,-0.1," 10 100000000 000"
"342","showy",-1.305,0.1,1.47," 10 000100000 000"
"343","shrewd",0.17,1.09,0.64," 10 010000000 000"
"344","shy",0.005,-1.185,-1.205," 10 010000000 000"
"345","silly",-0.33,-0.675,1.68," 10 000100000 000"
"346","sincere",2.155,1.11,-1.025," 10 010000000 000"
"347","single",0.465,0.325,1.24," 10 001000000 000"
"348","skeptical",-0.205,0.33,0.155," 10 010000000 000"
"349","sloppy",-1.4,-0.765,0.78," 10 010000000 000"
"350","sluggish",-0.665,-1.2,-1.95," 10 000100000 000"
"351","sly",-0.645,0.47,0.35," 10 010000000 000"
"352","smug",-1.045,0.24,-0.54," 10 110000000 000"
"353","snobbish",-1.785,-0.725,0.27," 10 010000000 000"
"354","snowed",-0.315,-0.545,0.165," 10 000100000 000"
"355","sociable",1.275,1.005,0.825," 10 010100000 000"
"356","soft_spoken",1.06,-0.275,-1.55," 10 010000000 000"
"357","solemn",0.17,0.395,-1.315," 10 010000000 000"
"358","sophisticated",1.06,1.355,0.145," 10 010000000 000"
"359","sorry",-0.58,-0.585,-0.205," 10 100000000 000"
"360","spacey",-0.425,-0.895,0.97," 10 000100000 000"
"361","spiteful",-1.935,0.05,0.83," 10 110000000 000"
"362","spoiled",-1.545,-0.13,1.32," 10 000100000 000"
"363","squeamish",-1.18,-1.38,0.4," 10 010000000 000"
"364","stable",1.42,1.15,-0.785," 10 000100000 000"
"365","stingy",-1.46,-0.515,-0.555," 10 010000000 000"
"366","stoned",-0.12,-0.85,1.035," 10 000100000 000"
"367","strange",-0.89,-0.32,0.11," 10 000100000 000"
"368","strict",-0.47,1.27,-0.685," 10 010000000 000"
"369","strong",1.39,1.57,1.325," 10 000100000 000"
"370","stubborn",-0.68,0.61,0.225," 10 010000000 000"
"371","studious",1.105,0.845,-0.835," 10 010000000 000"
"372","stupid",-1.65,-1.57,0.26," 10 010000000 000"
"373","suave",0.725,0.935,0.52," 10 000100000 000"
"374","subdued",-0.53,-1.01,-1.075," 10 010000000 000"
"375","submissive",-0.47,-1.475,-1.03," 10 010000000 000"
"376","successful",1.825,1.995,0.67," 10 000100000 000"
"377","suicidal",-2.365,-1.25,0.39," 10 010000000 000"
"378","superstitious",-0.72,-0.625,-0.58," 10 010000000 000"
"379","surprised",0.875,0.195,0.82," 10 000100000 000"
"380","suspicious",-0.895,0.21,0.415," 10 010000000 000"
"381","sympathetic",1.75,0.515,-0.37," 10 010000000 000"
"382","tactful",1.505,0.785,-0.845," 10 010000000 000"
"383","tactless",-1.66,-0.86,0.805," 10 010000000 000"
"384","talented",1.92,1.585,1.28," 10 000100000 000"
"385","talkative",-0.175,0.405,1.955," 10 010100000 000"
"386","temperamental",-1.08,-0.495,0.73," 10 010000000 000"
"387","tense",-0.71,-0.29,0.35," 10 100000000 000"
"388","thoughtful",2.015,0.915,-0.455," 10 010000000 000"
"389","thoughtless",-1.595,-0.59,1.03," 10 010000000 000"
"390","timid",-0.505,-2.025,-1.265," 10 010000000 000"
"391","tired",-0.43,-1.05,-1.775," 10 000100000 000"
"392","touchy",-1.13,-0.385,0.245," 10 010000000 000"
"393","tough",-0.06,1.585,1.715," 10 010000000 000"
"394","troubled",-0.785,-0.565,0.06," 10 100000000 000"
"395","trusting",2.145,1.55,-0.56," 10 010000000 000"
"396","ugly",-1.185,-0.645,-0.455," 10 000100000 000"
"397","unambitious",-1.505,-1.26,-0.38," 10 010000000 000"
"398","unattractive",-0.905,-0.73,-0.39," 10 000100000 000"
"399","uncertain",-0.595,-1.06,-0.495," 10 010000000 000"
"400","unconventional",0.53,0.41,1.21," 10 010000000 000"
"401","understanding",2.12,1.215,-1.055," 10 010000000 000"
"402","uneducated",-1.575,-1.915,-0.735," 10 001000000 000"
"403","unemployed",-1.785,-1.4,-0.335," 10 001000000 000"
"404","unfair",-1.86,0.22,0.24," 10 010000000 000"
"405","unforgiving",-2.26,-1.04,0.46," 10 010000000 000"
"406","unfriendly",-1.795,-0.55,-0.1," 10 010100000 000"
"407","ungrateful",-2.1,-0.545,0.46," 10 010000000 000"
"408","unhappy",-1.695,-1.02,-0.48," 10 100010000 000"
"409","unhealthy",-1.445,-1.43,-1.085," 10 000100000 000"
"410","unkind",-1.94,-0.305,0.59," 10 010000000 000"
"411","unlucky",-1.18,-0.885,-0.185," 10 000100000 000"
"412","unpopular",-1.385,-0.985,-0.005," 10 000100000 000"
"413","unreasonable",-1.74,-0.21,0.535," 10 010000000 000"
"414","unreliable",-1.935,-1.04,0.925," 10 010000000 000"
"415","unromantic",-1.355,-0.67,-0.65," 10 010000000 000"
"416","unselfish",2.175,1.105,0.035," 10 010000000 000"
"417","unsophisticated",-0.625,-1.225,0.09," 10 010000000 000"
"418","unsportsmanlike",-1.9,-1.055,0.995," 10 010000000 000"
"419","unstable",-1.455,-1.145,0.255," 10 010000000 000"
"420","unsuccessful",-1.29,-1.36,-0.75," 10 000100000 000"
"421","vain",-1.68,-0.55,1.03," 10 010000000 000"
"422","vengeful",-1.85,0.215,1.08," 10 010000000 000"
"423","virtuous",1.38,1.045,-0.39," 10 010000000 000"
"424","vivacious",1.46,1.27,2.245," 10 000100000 000"
"425","vulgar",-1.825,0.13,1.28," 10 000100000 000"
"426","warm",2.17,0.76,-0.07," 10 010000000 000"
"427","weak",-1.03,-2.325,-0.945," 10 000100000 000"
"428","wealthy",0.965,1.59,-0.385," 10 001000000 000"
"429","well_bred",1.015,0.725,-0.33," 10 001000000 000"
"430","white",0.615,0.795,0.14," 10 001000000 000"
"431","wholesome",1.23,0.46,0.08," 10 010000000 000"
"432","widowed",-0.675,-1.085,-1.18," 10 001000000 000"
"433","wild",-0.41,0.445,2.67," 10 010000000 000"
"434","wise",1.905,1.535,-1.585," 10 010000000 000"
"435","wishy_washy",-1.26,-1.525,0.18," 10 010000000 000"
"436","withdrawn",-1.04,-1.235,-1.21," 10 010000000 000"
"437","witty",1.27,0.92,1.24," 10 010000000 000"
"438","worried",-1.165,-0.69,-0.6," 10 110000000 000"
"439","worthless",-1.86,-1.715,0.11," 10 000100000 000"
"440","worthy",1.635,1.165,-0.16," 10 000100000 000"
"441","young",1.42,0.185,2.42," 10 001000000 000"
